from_node to_node capacity num_fiberducts prob_failure
9 2 600000.0 1 0.00012907893782745504
9 22 600000.0 1 0.0035294699947294797
9 8 600000.0 1 0.000566741967147934
9 13 600000.0 1 6.169842015670686e-05
9 3 600000.0 1 0.0001157527156621863
9 16 600000.0 1 0.000803331861851425
9 5 600000.0 1 0.00023008087336615744
9 6 0.0 0 0.0003880767503612225
9 17 0.0 0 0.000179881208679496
9 25 0.0 0 0.0016411167708937815
9 21 0.0 0 9.293353015893404e-06
9 15 0.0 0 0.00010490637684751453
9 20 0.0 0 0.0015957792109627961
9 1 0.0 0 0.001152368488017012
9 7 0.0 0 0.0002649563803376738
9 4 0.0 0 0.0011862325199321912
9 14 0.0 0 0.0010929629600606638
9 19 0.0 0 9.733129963823567e-06
9 18 0.0 0 0.0008224447257643041
9 11 0.0 0 0.0005806925931213224
9 12 0.0 0 0.0012215452189076363
9 10 0.0 0 0.0012565790252396024
9 24 0.0 0 2.7620166510405406e-06
9 23 0.0 0 0.0013587875938597933
2 6 600000.0 1 0.0015978599489944007
2 3 600000.0 1 0.0006794273388194946
2 17 600000.0 1 0.0012348220076614288
2 16 600000.0 1 0.0017773938999640507
2 9 600000.0 1 6.752654186930099e-05
2 25 600000.0 1 0.0005166285806485608
2 21 600000.0 1 6.1660044470649e-05
2 15 600000.0 1 0.00014499851051908878
2 20 600000.0 1 0.0014561583670409895
2 22 0.0 0 0.00013197994859812532
2 8 0.0 0 0.0019358671469304287
2 13 0.0 0 0.00016363985678757525
2 5 0.0 0 0.0007550443199136883
2 1 0.0 0 0.0005657822617012091
2 7 0.0 0 0.0010838845205959071
2 4 0.0 0 0.0025689074451224632
2 14 0.0 0 0.0019527997355574048
2 19 0.0 0 0.0006735044604885385
2 18 0.0 0 0.0005163457543094948
2 11 0.0 0 0.0014818526885933818
2 12 0.0 0 0.0008782056567736528
2 10 0.0 0 2.5619913307559094e-05
2 24 0.0 0 9.005756978020215e-05
2 23 0.0 0 0.0006967737187448515
22 13 600000.0 1 0.000339595715569666
22 23 600000.0 1 0.0007836665866746223
22 17 600000.0 1 0.0004909178326626298
22 9 600000.0 1 0.0003951048153644818
22 24 600000.0 1 3.525239242381233e-05
22 21 600000.0 1 0.000239711389796891
22 2 0.0 0 0.0020175919604450087
22 8 0.0 0 0.0042583083727640685
22 3 0.0 0 1.5053879835753453e-05
22 16 0.0 0 0.0010328748011986483
22 5 0.0 0 0.00015771054191730723
22 6 0.0 0 1.3824586302501234e-05
22 25 0.0 0 0.0015874308042689027
22 15 0.0 0 0.0016850538165837398
22 20 0.0 0 0.0005764131273789451
22 1 0.0 0 0.00020745823614487017
22 7 0.0 0 7.0340376343487724e-06
22 4 0.0 0 0.000584905545604605
22 14 0.0 0 0.000361555961712067
22 19 0.0 0 0.0017541001236828387
22 18 0.0 0 8.644565902032479e-05
22 11 0.0 0 0.0008956121651756448
22 12 0.0 0 0.0003910673962099549
22 10 0.0 0 0.0017334911589876468
8 13 600000.0 1 0.0004017530175780137
8 3 600000.0 1 0.0003031700532510938
8 9 600000.0 1 4.8182889875831585e-05
8 5 600000.0 1 3.254668458209984e-05
8 2 0.0 0 0.00018051596312436944
8 22 0.0 0 0.000659737583505608
8 16 0.0 0 0.002613063354999223
8 6 0.0 0 1.3772149373554678e-05
8 17 0.0 0 0.00014099452840768878
