from_node to_node capacity prob_failure num_fiberducts
1 2 3500000.0 0.0001639780316917707 1
1 3 3500000.0 1.5564071566706014e-05 1
1 5 0.0 0.001095483844811765 0
1 4 0.0 0.000271733012872606 0
1 6 0.0 0.00037284469806182156 0
1 7 0.0 0.0002947058240338153 0
1 8 0.0 0.0008662625110732668 0
1 11 0.0 0.00039150359795452495 0
1 10 0.0 0.00014968906160387318 0
1 9 0.0 0.00017528228425777698 0
1 12 0.0 4.9256776222902385e-05 0
2 1 3500000.0 0.0013707808921860722 1
2 5 3500000.0 0.0030275406145811702 1
2 3 0.0 0.00020963357004465496 0
2 4 0.0 0.0013312678264243052 0
2 6 0.0 1.2557350512843388e-05 0
2 7 0.0 0.0001108236194592247 0
2 8 0.0 0.004347382182804878 0
2 11 0.0 0.0003750494728711293 0
2 10 0.0 0.00044628962973727805 0
2 9 0.0 0.0030771182457629684 0
2 12 0.0 0.00014312933278009236 0
3 1 3500000.0 0.00010895598673801792 1
3 4 3500000.0 2.820069504158839e-05 1
3 6 3500000.0 7.361659658652747e-05 1
3 2 0.0 0.002040524618791726 0
3 5 0.0 0.0001473928384966923 0
3 7 0.0 0.007941546129127354 0
3 8 0.0 0.0008826478015310228 0
3 11 0.0 0.0011010930883914604 0
3 10 0.0 7.520991352407386e-06 0
3 9 0.0 1.8727817457853397e-05 0
3 12 0.0 0.0027050833361061564 0
5 2 3500000.0 0.0019254818823290832 1
5 4 3500000.0 0.00557722140653791 1
5 6 3500000.0 0.002625482037887632 1
5 1 0.0 0.002029723504174505 0
5 3 0.0 0.0004205607059181212 0
5 7 0.0 0.0032715022586066616 0
5 8 0.0 0.0015663387169008603 0
5 11 0.0 0.0017456787075968902 0
5 10 0.0 0.002818222596708241 0
5 9 0.0 0.00024865631956162015 0
5 12 0.0 0.0016585705958075858 0
4 3 3500000.0 0.001666465391122171 1
4 5 3500000.0 0.001554372377709988 1
4 7 3500000.0 8.488530675730071e-05 1
4 8 3500000.0 0.00059348490024502 1
4 1 0.0 0.0007360667157868115 0
4 2 0.0 0.0004608725176434226 0
4 6 0.0 0.0004687694054727272 0
4 11 0.0 0.00026743022468625694 0
4 10 0.0 0.0017100689108699248 0
4 9 0.0 0.0013620772776101473 0
4 12 0.0 0.0017489255430901216 0
6 3 3500000.0 9.435733803844881e-05 1
6 5 3500000.0 0.002248788831460602 1
6 7 3500000.0 0.00031566501472557197 1
6 8 3500000.0 0.0002844246811279387 1
6 1 0.0 6.384658469994844e-06 0
6 2 0.0 0.00045671890317376787 0
6 4 0.0 0.001694779093376956 0
6 11 0.0 0.0028188132953942714 0
6 10 0.0 0.0034730728578165303 0
6 9 0.0 9.656585464662307e-05 0
6 12 0.0 0.002435949488807634 0
7 4 3500000.0 0.00161797394119394 1
7 6 3500000.0 0.003241778078906998 1
7 8 3500000.0 0.0009076355426236558 1
7 11 3500000.0 0.00042188032089626076 1
7 1 0.0 0.000375310458634952 0
7 2 0.0 0.0007161889893919349 0
7 3 0.0 0.00015393669951653335 0
7 5 0.0 4.2377237458807227e-05 0
7 10 0.0 0.0007471287085501836 0
7 9 0.0 0.0005400199019836939 0
7 12 0.0 0.002309233441039384 0
8 4 3500000.0 0.00016582241515108111 1
8 6 3500000.0 2.817741186744717e-05 1
8 7 3500000.0 0.00047607506863944787 1
8 10 3500000.0 0.0007634605511503803 1
8 1 0.0 0.00044071095977922065 0
8 2 0.0 0.0018927754968023314 0
8 3 0.0 0.0003676126050522088 0
8 5 0.0 1.850379395595889e-05 0
8 11 0.0 0.00025762717653858536 0
8 9 0.0 6.582969512949621e-05 0
8 12 0.0 0.002743297979896881 0
11 7 3500000.0 0.00024830896653458255 1
11 9 3500000.0 0.0034122725625488873 1
11 10 3500000.0 1.2432508146191604e-06 1
11 12 3500000.0 0.00036380220191910826 1
11 1 0.0 0.001504320514525077 0
11 2 0.0 0.0043811751677362695 0
11 3 0.0 0.0014201497580580262 0
11 5 0.0 0.0014929243723315496 0
11 4 0.0 0.002244998879181833 0
11 6 0.0 0.0008558845617177774 0
11 8 0.0 0.00018068795977177913 0
10 8 3500000.0 0.0015690829809444475 1
10 9 3500000.0 0.00015286644495460935 1
10 11 3500000.0 0.00032200597727416816 1
10 12 3500000.0 0.0017791406570849375 1
10 1 0.0 0.001134924461496983 0
10 2 0.0 1.6303904858312742e-05 0
10 3 0.0 0.000601046013599366 0
10 5 0.0 0.00034197043872563604 0
10 4 0.0 0.0005448121050018404 0
10 6 0.0 0.00013274403051105084 0
10 7 0.0 9.505525466247542e-06 0
9 10 3500000.0 8.635675291926926e-05 1
9 11 3500000.0 0.003161237745293894 1
9 1 0.0 0.0059942448095758995 0
9 2 0.0 0.00017406535944405576 0
9 3 0.0 0.0023842097607712142 0
9 5 0.0 0.002092293197356062 0
9 4 0.0 0.00044812192996908714 0
9 6 0.0 0.001389961065742354 0
9 7 0.0 0.0012592731359536448 0
9 8 0.0 0.0011299338306536854 0
9 12 0.0 0.0016615501029014423 0
12 10 3500000.0 0.0005023283742239286 1
12 11 3500000.0 0.00028302312598545533 1
12 1 0.0 0.0005717565651893172 0
12 2 0.0 0.0011652351855483368 0
12 3 0.0 0.0003175628475761955 0
12 5 0.0 0.0025990498844041493 0
12 4 0.0 0.0005592556777843565 0
12 6 0.0 0.01025226716002792 0
12 7 0.0 3.956716742142094e-05 0
12 8 0.0 0.0004281493954340391 0
12 9 0.0 0.002030781915335215 0
