from_node to_node capacity num_fiberducts prob_failure
9 2 1000000.0 1 0.0004814743468068462
9 17 1000000.0 1 3.092443063815964e-05
9 8 0.0 0 0.001389556362781031
9 12 0.0 0 0.0009326586002342177
9 4 0.0 0 5.0372710751603356e-05
9 3 0.0 0 0.00011294810608811552
9 10 0.0 0 0.00022973465623009787
9 1 0.0 0 0.0002735933589298341
9 6 0.0 0 0.00026291494235931704
9 5 0.0 0 0.0002382816687746722
9 7 0.0 0 0.0001733333086119325
9 16 0.0 0 0.00031503653324820025
9 15 0.0 0 0.00194160988535552
9 13 0.0 0 0.0002693320548937791
9 14 0.0 0 8.207804625180978e-05
9 11 0.0 0 6.138293855782929e-05
2 9 1000000.0 1 0.0002170136236455622
2 3 1000000.0 1 0.007490048029603829
2 4 1000000.0 1 5.6861795609599446e-05
2 17 0.0 0 0.013686459808733321
2 8 0.0 0 0.00013828471943861742
2 12 0.0 0 6.605370544909859e-05
2 10 0.0 0 0.0001609769048188199
2 1 0.0 0 0.003439934718485522
2 6 0.0 0 0.000552761807231459
2 5 0.0 0 1.1600857496078085e-05
2 7 0.0 0 0.001204270610237125
2 16 0.0 0 0.0018108818681863148
2 15 0.0 0 0.003414737498214586
2 13 0.0 0 0.00029207579063714916
2 14 0.0 0 0.0007799458602379636
2 11 0.0 0 0.000510096212455368
17 1 1000000.0 1 5.042006069169974e-05
17 9 1000000.0 1 0.003885592558326569
17 14 1000000.0 1 1.1085994644988436e-05
17 11 1000000.0 1 0.0002684732129203983
17 2 0.0 0 0.0010988873834320513
17 8 0.0 0 0.0003552841032681459
17 12 0.0 0 0.0010841418092109242
17 4 0.0 0 3.075986394783109e-05
17 3 0.0 0 0.0013003885181890865
17 10 0.0 0 0.001059508627083679
17 6 0.0 0 0.0009044741091860988
17 5 0.0 0 0.0001532900458327017
17 7 0.0 0 0.004234191200429665
17 16 0.0 0 0.0015352050367351837
17 15 0.0 0 0.00020858891585579997
17 13 0.0 0 0.0007184712197646472
8 12 1000000.0 1 0.0002688880642030284
8 4 1000000.0 1 5.040894811680411e-05
8 9 0.0 0 0.0013513597803291601
8 2 0.0 0 0.0013492984633917062
8 17 0.0 0 0.0018814522237319048
8 3 0.0 0 0.0015907012220181982
8 10 0.0 0 0.0009248000102299893
8 1 0.0 0 3.5159000498393996e-06
8 6 0.0 0 0.0008361988220217669
8 5 0.0 0 0.0002529161035563326
8 7 0.0 0 0.00022611164185513166
8 16 0.0 0 1.0401008801608697e-05
8 15 0.0 0 0.0005966923378530901
8 13 0.0 0 0.0003338205200002509
8 14 0.0 0 0.0016891656399439369
8 11 0.0 0 0.00039686032301517924
12 13 1000000.0 1 3.713625876894897e-05
12 8 1000000.0 1 0.0018199143614001027
12 11 1000000.0 1 7.665245514687297e-05
12 9 0.0 0 0.0008101206281683825
12 2 0.0 0 0.00035643893825742
12 17 0.0 0 0.0003724728711817969
12 4 0.0 0 0.00017673755198065676
