from_node to_node capacity num_fiberducts prob_failure
9 2 1000000.0 1 0.001535774805478003
9 17 1000000.0 1 0.00016932377499589727
9 8 0.0 0 0.0036661972762432543
9 12 0.0 0 4.3647190897806295e-05
9 4 0.0 0 8.448927567476418e-05
9 3 0.0 0 0.00045636469101776434
9 10 0.0 0 0.0002637867044614547
9 1 0.0 0 0.0026656579501236183
9 6 0.0 0 7.277251843876379e-05
9 5 0.0 0 0.00039182539488757847
9 7 0.0 0 0.0002358127677182141
9 16 0.0 0 0.002053842375643674
9 15 0.0 0 0.0005319160485480655
9 13 0.0 0 0.0003231270468438615
9 14 0.0 0 0.0003873342169928214
9 11 0.0 0 4.935639111475952e-05
2 9 1000000.0 1 0.000381567161561495
2 3 1000000.0 1 0.0026038197915228185
2 4 1000000.0 1 2.69454272109783e-07
2 17 0.0 0 0.0002085537896846338
2 8 0.0 0 0.0008220328007937948
2 12 0.0 0 0.000725822561191237
2 10 0.0 0 0.0008799865543128361
2 1 0.0 0 0.0006586147555930359
2 6 0.0 0 0.0019730565484401097
2 5 0.0 0 0.00016143307929151262
2 7 0.0 0 0.003289418324425853
2 16 0.0 0 0.0006883568107281483
2 15 0.0 0 0.00022571024557497833
2 13 0.0 0 0.00012935265685780497
2 14 0.0 0 0.0004212094821265879
2 11 0.0 0 0.004065065206739587
17 1 1000000.0 1 0.0007964704219274543
17 9 1000000.0 1 0.00012021179779522538
17 14 1000000.0 1 4.0685372564042043e-05
17 11 1000000.0 1 0.00016513765948550298
17 2 0.0 0 0.005439235185834546
17 8 0.0 0 0.001940032083623594
17 12 0.0 0 0.00036524997956259423
17 4 0.0 0 0.0005301606667529927
17 3 0.0 0 0.0005056730206331346
17 10 0.0 0 0.0005868328323866405
17 6 0.0 0 0.0005657599507502063
17 5 0.0 0 0.0002647343416210141
17 7 0.0 0 0.0009910073217801365
17 16 0.0 0 4.5325224889700514e-05
17 15 0.0 0 0.000557109976904432
17 13 0.0 0 0.002338117763397618
8 12 1000000.0 1 0.0009487359681136333
8 4 1000000.0 1 0.0009751839912405256
8 9 0.0 0 0.001428197594856448
8 2 0.0 0 0.001543113652560434
8 17 0.0 0 0.00228261886229358
8 3 0.0 0 0.0013237489747330647
8 10 0.0 0 0.00034964473428515723
8 1 0.0 0 0.001144618074992088
8 6 0.0 0 0.0005530994962232605
8 5 0.0 0 0.00011258341479944676
8 7 0.0 0 0.0022922236182627213
8 16 0.0 0 0.0008575760837988946
8 15 0.0 0 0.000378944674957502
8 13 0.0 0 0.0023801666323483377
8 14 0.0 0 0.0012330525442735471
8 11 0.0 0 0.00018369297044906944
12 13 1000000.0 1 7.518272232997845e-05
12 8 1000000.0 1 0.003627730116436596
12 11 1000000.0 1 0.0008845238170277833
12 9 0.0 0 0.00042767774025458257
12 2 0.0 0 0.00014003401832369486
12 17 0.0 0 0.0006530264114237207
12 4 0.0 0 1.8758189893086507e-05
12 3 0.0 0 0.00021461907436422074
12 10 0.0 0 0.001429733439625048
12 1 0.0 0 0.00022270094442222087
12 6 0.0 0 0.0003832116006814088
12 5 0.0 0 0.0010816236983471942
12 7 0.0 0 0.00027856899301207457
12 16 0.0 0 0.0006091552150024764
12 15 0.0 0 0.005034619960724944
12 14 0.0 0 0.001548994870285363
4 2 1000000.0 1 0.0010119449459088368
4 8 1000000.0 1 0.0008591005000717023
4 6 1000000.0 1 9.617025983908555e-05
4 5 1000000.0 1 0.0003381723715726991
4 9 0.0 0 0.001828388123880078
4 17 0.0 0 0.002237278251222521
4 12 0.0 0 3.594148845604947e-05
4 3 0.0 0 0.0011375875661716445
4 10 0.0 0 0.0005708404930991041
4 1 0.0 0 0.00021582678630974693
4 7 0.0 0 0.00011482519262830788
4 16 0.0 0 0.0002709634048711872
4 15 0.0 0 0.0001040968157153815
4 13 0.0 0 0.0006856301362796341
4 14 0.0 0 8.949899384356412e-05
4 11 0.0 0 0.00011337380805671618
3 10 1000000.0 1 0.00011055193011330957
3 2 1000000.0 1 0.00011416972380416297
3 9 0.0 0 0.0010924579273670272
3 17 0.0 0 0.0011776087302038708
3 8 0.0 0 0.002293377858106554
3 12 0.0 0 0.0007922691763020599
3 4 0.0 0 0.0002332928109603395
3 1 0.0 0 0.0023218709616995665
3 6 0.0 0 0.0008290646591363937
3 5 0.0 0 0.0006165469140181584
3 7 0.0 0 0.0003045607382990376
3 16 0.0 0 0.0006413138338761978
3 15 0.0 0 0.000295488059099506
3 13 0.0 0 0.0001648025841472051
3 14 0.0 0 4.9893535557675896e-05
3 11 0.0 0 5.706828080173571e-05
10 7 1000000.0 1 7.503487919732848e-05
10 3 1000000.0 1 0.0019298172478803915
10 9 0.0 0 8.995062611136059e-08
10 2 0.0 0 0.00010039531814655132
10 17 0.0 0 0.0008096942206314165
10 8 0.0 0 0.0016821253118153496
10 12 0.0 0 0.002230481092297614
10 4 0.0 0 0.002606346433692042
10 1 0.0 0 3.491545709120086e-05
10 6 0.0 0 0.002306142649575579
10 5 0.0 0 0.0002546443916535333
10 16 0.0 0 4.6519749774401724e-05
10 15 0.0 0 0.000376432558180985
10 13 0.0 0 0.0012799041246855164
10 14 0.0 0 0.007288380592386845
10 11 0.0 0 0.007213908294768458
1 6 1000000.0 1 0.0019196082015345208
1 17 1000000.0 1 0.0003709194934782538
1 5 1000000.0 1 0.0025833078157230164
1 9 0.0 0 0.0024930265502510957
1 2 0.0 0 4.1060151175570173e-05
1 8 0.0 0 0.0001539615944658156
1 12 0.0 0 0.00012232687186295859
1 4 0.0 0 0.0005088636673373731
1 3 0.0 0 0.000789714393459946
1 10 0.0 0 0.003551399327753847
1 7 0.0 0 0.0015201028670291646
1 16 0.0 0 0.0003428200586292114
1 15 0.0 0 0.0036825921254745515
1 13 0.0 0 0.0043076659733943526
1 14 0.0 0 0.0003756245176530164
1 11 0.0 0 0.0040291230004159935
6 1 1000000.0 1 0.005670486545089261
6 7 1000000.0 1 0.00122566888519547
6 4 1000000.0 1 0.0010228868680937683
6 16 1000000.0 1 0.0019851757913752293
6 9 0.0 0 0.0005765437648856078
6 2 0.0 0 0.00051549029024307
6 17 0.0 0 0.0034514047052147537
6 8 0.0 0 2.3488140741812528e-05
6 12 0.0 0 0.004374985904100923
6 3 0.0 0 0.0008417221663169405
6 10 0.0 0 0.0027310411186835734
6 5 0.0 0 2.7416265072622184e-06
6 15 0.0 0 0.00040813399780119587
6 13 0.0 0 0.0026314168321276634
6 14 0.0 0 0.0030160948328207217
6 11 0.0 0 0.00013627794040110038
5 1 1000000.0 1 0.0009699687121214756
5 4 1000000.0 1 7.632148510742925e-05
5 15 1000000.0 1 0.0007135241087582697
5 9 0.0 0 9.293608144520577e-05
5 2 0.0 0 0.0005647754629195586
5 17 0.0 0 0.003757781719410969
5 8 0.0 0 0.0005987899444154554
5 12 0.0 0 0.00011018503303703054
5 3 0.0 0 1.6531124232431286e-05
5 10 0.0 0 0.004635990608520312
5 6 0.0 0 0.0017969162678664844
5 7 0.0 0 0.0005929223214263055
5 16 0.0 0 2.042615569586947e-05
5 13 0.0 0 8.491587646382171e-07
5 14 0.0 0 0.0003008579708837329
5 11 0.0 0 0.0020654133605471116
7 10 1000000.0 1 0.0005511954751644906
7 6 1000000.0 1 0.0009028552400544436
7 9 0.0 0 0.0002234829267659403
7 2 0.0 0 5.124252885498831e-05
7 17 0.0 0 0.0017486076739821348
7 8 0.0 0 0.0009756990697702291
7 12 0.0 0 5.937942318752188e-05
7 4 0.0 0 0.0005956132798088454
7 3 0.0 0 7.23380844125173e-05
7 1 0.0 0 0.0002765495316542272
7 5 0.0 0 0.0005928225705611181
7 16 0.0 0 0.0004222892433865399
7 15 0.0 0 7.363553345051318e-05
7 13 0.0 0 0.005362794727595331
7 14 0.0 0 0.00035198895122589587
7 11 0.0 0 5.165370665311384e-05
16 6 1000000.0 1 0.0003610592453052689
16 15 1000000.0 1 0.000249265417321201
16 9 0.0 0 0.0002168394221019633
16 2 0.0 0 0.00020979240851850653
16 17 0.0 0 6.968023176764801e-05
16 8 0.0 0 0.00012695555799333762
16 12 0.0 0 2.897132000083636e-06
16 4 0.0 0 0.0011761023712215035
16 3 0.0 0 0.0001346190064875845
16 10 0.0 0 0.00439995535925317
16 1 0.0 0 0.0012480901512613718
16 5 0.0 0 0.00040506337739934435
16 7 0.0 0 0.00014686402238622636
16 13 0.0 0 0.00044213508683937046
16 14 0.0 0 7.934652174713047e-05
16 11 0.0 0 0.0003557231222882732
15 14 1000000.0 1 1.2953379665922532e-05
15 16 1000000.0 1 0.001002221739209714
15 5 1000000.0 1 4.4263725836681726e-05
15 9 0.0 0 2.1675839994502827e-05
15 2 0.0 0 0.002150586273913497
15 17 0.0 0 0.0003505435934651005
15 8 0.0 0 0.00022250664042241136
15 12 0.0 0 0.0003463789904315479
15 4 0.0 0 0.0002307206689978349
15 3 0.0 0 0.0005849469936583689
15 10 0.0 0 0.00027040511631290113
15 1 0.0 0 0.0006864797764676066
15 6 0.0 0 0.0007098487574233311
15 7 0.0 0 0.001203699281488598
15 13 0.0 0 0.0019423339352593755
15 11 0.0 0 0.00012676350461800025
13 14 1000000.0 1 0.00013253976913785292
13 12 1000000.0 1 0.00035380115258249823
13 9 0.0 0 8.543988905663886e-05
13 2 0.0 0 0.001124290050313305
13 17 0.0 0 0.00017454715347459547
13 8 0.0 0 0.00022998172654767777
13 4 0.0 0 0.00021401294727809765
13 3 0.0 0 0.0004567392617193333
13 10 0.0 0 8.594563047798135e-05
13 1 0.0 0 0.0006229248222138485
13 6 0.0 0 0.002304401660268504
13 5 0.0 0 0.000776836635576236
13 7 0.0 0 0.0006993312143115787
13 16 0.0 0 7.018938309530361e-05
13 15 0.0 0 0.001549306510426732
13 11 0.0 0 0.00014536550443412053
14 13 1000000.0 1 6.752957986269388e-05
14 17 1000000.0 1 0.00035692213813089753
