from_node to_node capacity num_fiberducts prob_failure
9 2 600000.0 1 0.0017219007811841813
9 22 600000.0 1 0.0006437894945056766
9 8 600000.0 1 3.319764725695052e-06
9 13 600000.0 1 0.0005171878367841054
9 3 600000.0 1 0.0002607882315925474
9 16 600000.0 1 0.003754479250358045
9 5 600000.0 1 0.00020721391799472498
9 6 0.0 0 0.000573400663359866
9 17 0.0 0 0.0010369906478840346
9 25 0.0 0 0.0020461166376141257
9 21 0.0 0 0.0002898285995917183
9 15 0.0 0 0.00025672959081924035
9 20 0.0 0 0.0007412072997787197
9 1 0.0 0 0.00015214979200626398
9 7 0.0 0 0.006298707042217972
9 4 0.0 0 3.4661504432050826e-06
9 14 0.0 0 0.0003259622383373553
9 19 0.0 0 0.0014235916785996104
9 18 0.0 0 0.0012507834623319298
9 11 0.0 0 0.000244159684213023
9 12 0.0 0 0.009284038974484396
9 10 0.0 0 0.0013588329991234755
9 24 0.0 0 0.0003036436579102167
9 23 0.0 0 0.002471863745517323
2 6 600000.0 1 0.0008484693871333344
2 3 600000.0 1 0.0001340750937973826
2 17 600000.0 1 1.9319595112587623e-05
2 16 600000.0 1 0.002460757137967517
2 9 600000.0 1 0.0025991351390909165
2 25 600000.0 1 0.00021193406215096726
2 21 600000.0 1 0.0001949113862743861
2 15 600000.0 1 0.0010602834558262222
2 20 600000.0 1 0.000688758283993473
2 22 0.0 0 0.0004277774905312535
2 8 0.0 0 0.0004566883570044832
2 13 0.0 0 0.0015148707624066645
2 5 0.0 0 0.00022036464951524188
2 1 0.0 0 0.00010114353978258323
2 7 0.0 0 0.0013231066153946817
2 4 0.0 0 0.00032554003970492287
2 14 0.0 0 0.005631393175009922
2 19 0.0 0 0.0009638143481182607
2 18 0.0 0 1.3049153066040044e-05
2 11 0.0 0 8.335543773334203e-07
2 12 0.0 0 0.001365727381531199
2 10 0.0 0 0.0007989809092582195
2 24 0.0 0 0.00022499165035629162
2 23 0.0 0 0.0008115413482598277
22 13 600000.0 1 0.00016697008386923302
22 23 600000.0 1 0.0003349253127416307
22 17 600000.0 1 2.7512789069613557e-05
22 9 600000.0 1 0.0003658522378425706
22 24 600000.0 1 0.0009559328850277086
22 21 600000.0 1 0.00013561034656310825
