from_node to_node capacity prob_failure num_fiberducts
1 2 3500000.0 0.00026748786427505713 1
1 3 3500000.0 0.005129367823874633 1
1 5 0.0 1.773542308229607e-05 0
1 4 0.0 5.353532881615422e-05 0
1 6 0.0 0.0003942043431060195 0
1 7 0.0 0.0076232685523443516 0
1 8 0.0 0.0019185486280021956 0
1 11 0.0 0.003723898215983053 0
1 10 0.0 0.0018983937108199224 0
1 9 0.0 0.0012033887951725922 0
1 12 0.0 0.0034256693872324307 0
2 1 3500000.0 1.1265834405186967e-06 1
2 5 3500000.0 0.0009958072845221836 1
2 3 0.0 0.00010026248674888513 0
2 4 0.0 0.0020122017272778225 0
2 6 0.0 0.0013703178387938345 0
2 7 0.0 0.000524650785513097 0
2 8 0.0 7.087298408359899e-05 0
2 11 0.0 9.090297219582351e-05 0
2 10 0.0 0.002162284936497374 0
2 9 0.0 0.0033113043248319254 0
2 12 0.0 7.922703767388706e-05 0
3 1 3500000.0 0.0028459281047948574 1
3 4 3500000.0 0.0003130324772233164 1
3 6 3500000.0 8.206168139557218e-05 1
3 2 0.0 0.0016359373064463046 0
3 5 0.0 0.000519883912727692 0
3 7 0.0 0.00013156630287957877 0
3 8 0.0 0.0016171111731015193 0
3 11 0.0 0.0006987212288059333 0
3 10 0.0 0.00048371275816600764 0
3 9 0.0 2.569554605380102e-05 0
3 12 0.0 0.0010744457167612047 0
5 2 3500000.0 9.061829761019622e-05 1
5 4 3500000.0 0.0002541266871736267 1
5 6 3500000.0 0.0012689579554880652 1
5 1 0.0 3.102930252329345e-05 0
5 3 0.0 0.002299897777580984 0
5 7 0.0 0.000507509395503718 0
5 8 0.0 0.00197593449749974 0
5 11 0.0 0.00012768441520439203 0
5 10 0.0 0.0007929761652027334 0
5 9 0.0 0.0005128391075678566 0
5 12 0.0 0.00015089805767042963 0
4 3 3500000.0 0.0007979278856455204 1
4 5 3500000.0 0.0011336464313924002 1
4 7 3500000.0 0.002508629987682569 1
4 8 3500000.0 1.9818975212580668e-05 1
4 1 0.0 0.0008795187363432257 0
4 2 0.0 0.0011585350505514127 0
4 6 0.0 0.00022526553213501692 0
4 11 0.0 0.0006329100094511449 0
4 10 0.0 0.0004056611062665672 0
4 9 0.0 0.0006424835211215768 0
4 12 0.0 0.0004554137834114274 0
6 3 3500000.0 0.001077134704827653 1
6 5 3500000.0 0.00013920317956910943 1
6 7 3500000.0 0.0025379990398230424 1
6 8 3500000.0 0.0013064006582458293 1
6 1 0.0 0.0022583614158377496 0
6 2 0.0 0.0022358333985954765 0
6 4 0.0 2.594681430000271e-05 0
6 11 0.0 3.307628922083903e-06 0
6 10 0.0 0.005983901757982923 0
6 9 0.0 0.002760752081483009 0
6 12 0.0 0.004755389323677109 0
7 4 3500000.0 0.0003391482731410234 1
7 6 3500000.0 0.00010977440406603008 1
7 8 3500000.0 0.002542731730094109 1
7 11 3500000.0 0.000644768099623643 1
7 1 0.0 0.0029044055619994098 0
7 2 0.0 0.00017684729235511418 0
7 3 0.0 0.00011019071292735017 0
7 5 0.0 0.0008162148327646499 0
7 10 0.0 0.0025726403514787395 0
7 9 0.0 0.0022207595838782913 0
7 12 0.0 0.0029392028969531855 0
8 4 3500000.0 0.0007295062182049234 1
8 6 3500000.0 0.00021548447061943258 1
8 7 3500000.0 0.0009077857410200667 1
8 10 3500000.0 0.0010442410330110529 1
8 1 0.0 0.003836529321009849 0
8 2 0.0 0.0011136475232917339 0
8 3 0.0 5.3541062072097545e-05 0
8 5 0.0 0.0011211364665521131 0
8 11 0.0 0.00012774345462307436 0
8 9 0.0 0.0005118835738744863 0
8 12 0.0 0.0025893064685263197 0
11 7 3500000.0 0.001316354863979865 1
11 9 3500000.0 0.00014826160869694222 1
11 10 3500000.0 0.0007150685302578428 1
11 12 3500000.0 0.00017935528656810266 1
11 1 0.0 0.0002780165629884601 0
11 2 0.0 0.0007387977395486034 0
11 3 0.0 0.0018254607621690938 0
11 5 0.0 0.0010102268065188432 0
11 4 0.0 0.0003081875998946289 0
11 6 0.0 0.001765779888068236 0
11 8 0.0 0.00023767541820893104 0
10 8 3500000.0 0.0027378927713275457 1
10 9 3500000.0 0.0018763968611183936 1
10 11 3500000.0 1.2032050391639867e-05 1
10 12 3500000.0 0.0005893195274681135 1
10 1 0.0 0.0011554120069073243 0
10 2 0.0 0.0002899511282267703 0
10 3 0.0 0.00048824091454067304 0
10 5 0.0 0.0001599860627133587 0
10 4 0.0 0.0033761169766116142 0
10 6 0.0 4.982131662794443e-05 0
10 7 0.0 0.0007607557365636058 0
9 10 3500000.0 0.0025423997744754893 1
9 11 3500000.0 0.0004673649740181352 1
9 1 0.0 0.00028554480005339744 0
9 2 0.0 0.00010489288272105056 0
9 3 0.0 0.00012972715761246887 0
9 5 0.0 0.0010056237796116547 0
9 4 0.0 3.664458505665685e-05 0
9 6 0.0 0.00020001986437607027 0
9 7 0.0 0.0030588264855023143 0
9 8 0.0 0.0005675539347510923 0
9 12 0.0 0.0006430152045666199 0
12 10 3500000.0 0.0007465996705274998 1
12 11 3500000.0 0.0003659734401815924 1
12 1 0.0 0.0005489099435729262 0
12 2 0.0 0.0031075987360545594 0
12 3 0.0 0.0012071328637625193 0
12 5 0.0 0.00010427600220516257 0
12 4 0.0 0.0003103722837724976 0
12 6 0.0 0.0010348840282264468 0
12 7 0.0 0.0002066623171342179 0
12 8 0.0 0.004248344528213126 0
12 9 0.0 0.0006986046425167983 0
